trans_date_trans_time,cc_num,merchant,category,amt,gender,city,state,lat,long,city_pop,job,unix_time,merch_lat,merch_long,is_fraud
2019-05-07 22:59:06,4191109180926792,"fraud_Schiller, Blanda and Johnson",home,233.95,F,Amanda,OH,39.6251,-82.7552,4512,Farm manager,1336431546,40.383245,-81.881055,1
2019-05-07 23:29:55,30501624614310,fraud_Will Ltd,food_dining,197.19,F,Scotia,SC,32.6786,-81.2455,302,Magazine features editor,1336433395,31.966979,-80.983151,0
2019-05-08 05:55:04,4198470814557,fraud_Kling Inc,gas_transport,70.26,F,Avoca,IA,41.4768,-95.3509,2036,Engineering geologist,1336456504,41.751593,-96.281334,0
2019-05-08 07:14:57,5152054598359927,"fraud_Adams, Kovacek and Kuhlman",grocery_net,33.88,M,Gretna,LA,29.8872,-90.0331,55581,Biomedical scientist,1336461297,28.990705,-90.77788,0
2019-05-08 08:16:36,6540981358631302,fraud_Ledner-Pfannerstill,gas_transport,99.62,M,Detroit,MI,42.426,-83.15,673342,Retail manager,1336464996,43.294063,-83.952967,0
2019-05-08 08:52:46,6011104316292105,fraud_Bogisich Inc,grocery_pos,84.6,F,Drakes Branch,VA,36.9688,-78.5615,1970,Energy engineer,1336467166,36.703047,-78.955893,0
2019-05-08 09:05:27,4178097073221156,fraud_Corwin-Collins,gas_transport,76.36,F,Baroda,MI,41.9488,-86.4913,3104,"Horticulturist, commercial",1336467927,41.842243,-86.120406,0
2019-05-08 09:44:43,4428780983793657331,"fraud_Greenholt, Jacobi and Gleason",gas_transport,59.51,M,Waukesha,WI,42.9993,-88.2196,95015,"Therapist, occupational",1336470283,42.728425,-88.226457,0
2019-05-08 16:07:21,4642255475285942,fraud_Hudson-Grady,shopping_pos,1.96,F,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",1336493241,38.477377,-110.34898,0
2019-05-08 18:46:16,3591919803438423,fraud_Morissette-Schaefer,personal_care,93.49,M,Titusville,FL,28.5697,-80.8191,54767,Set designer,1336502776,28.914937,-80.423749,0
2019-05-08 21:10:53,4378993458389626,"fraud_Armstrong, Walter and Gottlieb",food_dining,10.57,M,Conway,NH,43.9742,-71.1503,3807,Surgeon,1336511453,44.571294,-71.256943,0
2019-05-08 23:44:46,2222001896600109,fraud_Schaefer Ltd,kids_pets,17.5,F,Moro,IL,38.9318,-89.9618,2401,"Buyer, industrial",1336520686,38.838014,-88.977168,0
2019-05-09 00:02:32,2288813824604479,fraud_McDermott-Weimann,grocery_pos,218.9,F,New York City,NY,40.8265,-73.9383,1577385,Herbalist,1336521752,39.828221,-73.471102,0
2019-05-09 04:12:03,3538520143479972,fraud_Koepp-Parker,grocery_pos,114.56,F,Clay Center,OH,41.5686,-83.3632,269,Insurance underwriter,1336536723,41.778245,-83.160046,0
2019-05-09 11:24:00,2383461948823908,fraud_Cole PLC,grocery_pos,107.51,M,Parsonsfield,ME,43.745,-70.9092,1892,Audiological scientist,1336562640,44.632441,-70.296387,0
2019-05-09 12:50:33,4018105808392773675,fraud_Schumm PLC,health_fitness,61.68,F,Allenhurst,NJ,40.2367,-74.0067,1533,"Administrator, charities/voluntary organisations",1336567833,40.657986,-74.515654,0
2019-05-09 15:03:07,4681601008538160,fraud_Pfeffer and Sons,shopping_pos,60.3,F,Moundsville,WV,39.9148,-80.73100000000001,16183,Physiotherapist,1336575787,40.422376,-81.511981,0
2019-05-09 17:08:34,4446368897795790,"fraud_McDermott, Osinski and Morar",home,62.71,M,Atlantic,VA,37.9073,-75.5089,741,"Geologist, engineering",1336583314,38.419587,-76.44468,0
2019-05-09 20:31:05,5152054598359927,"fraud_Turcotte, Batz and Buckridge",health_fitness,93.2,M,Gretna,LA,29.8872,-90.0331,55581,Biomedical scientist,1336595465,28.911739,-89.854113,0
2019-05-09 23:31:21,5152054598359927,fraud_Thiel PLC,misc_pos,921.0,M,Gretna,LA,29.8872,-90.0331,55581,Biomedical scientist,1336606281,29.436389,-90.596319,0
2019-05-10 00:15:35,30442439074871,fraud_Cruickshank-Mills,entertainment,508.52,F,Jermyn,PA,41.5744,-75.5881,6508,Training and development officer,1336608935,41.881391,-76.344112,1
2019-05-10 02:21:56,3573386445588324,fraud_Goyette Inc,shopping_net,38.73,F,Barnard,SD,45.7205,-98.5534,63,Systems developer,1336616516,45.18182,-97.986881,0
2019-05-10 02:29:04,30442439074871,fraud_Kuhn LLC,shopping_pos,714.34,F,Jermyn,PA,41.5744,-75.5881,6508,Training and development officer,1336616944,41.111742,-76.073415,1
2019-05-10 02:58:30,2266735643685262,fraud_Funk Group,grocery_net,96.96,M,Grant,AL,34.4959,-86.259,5901,Curator,1336618710,33.864016,-85.35424599999999,0
2019-05-10 03:25:58,30442439074871,fraud_Terry-Huel,shopping_net,907.53,F,Jermyn,PA,41.5744,-75.5881,6508,Training and development officer,1336620358,41.91851,-75.80881600000001,1
2019-05-10 03:36:58,379141394109214,fraud_Friesen Inc,shopping_pos,2.92,M,Monetta,SC,33.8084,-81.5956,1514,Chief Strategy Officer,1336621018,33.092585,-81.02395600000001,0
2019-05-10 04:55:51,378006354724784,"fraud_Mosciski, Gislason and Mertz",grocery_pos,105.57,M,Etlan,VA,38.5095,-78.2638,395,Senior tax professional/tax inspector,1336625751,39.202403,-78.130399,0
2019-05-10 08:25:10,4178097073221156,"fraud_Turner, Ruecker and Parisian",misc_pos,5.29,F,Baroda,MI,41.9488,-86.4913,3104,"Horticulturist, commercial",1336638310,42.911859,-86.15411999999999,0
2019-05-10 09:59:23,4629451965224809,fraud_Vandervort-Funk,grocery_pos,72.92,F,Hahira,GA,30.9416,-83.3574,10295,"Teacher, special educational needs",1336643963,31.537213,-83.823258,0
2019-05-10 13:50:39,3546897637165774,fraud_Jakubowski Inc,home,55.44,F,Prairie Hill,TX,31.6591,-96.8094,263,Barrister,1336657839,31.499072,-96.41148,0
2019-05-10 15:09:51,3541160328600277,fraud_Fisher-Schowalter,shopping_net,39.99,M,Murrayville,IL,39.5723,-90.2379,1512,Commercial/residential surveyor,1336662591,39.261833,-91.038823,0
2019-05-10 15:24:47,676248282243,"fraud_Schoen, Nienow and Bauch",personal_care,7.12,F,Cape Coral,FL,26.6939,-81.9452,156391,Higher education careers adviser,1336663487,25.932807,-82.575672,0
2019-05-10 17:37:57,676372984911,fraud_Schuppe LLC,entertainment,21.89,F,Esbon,KS,39.7562,-98.4462,242,Tourism officer,1336671477,40.739697,-98.973217,0
2019-05-10 17:54:34,30404291151692,"fraud_Armstrong, Walter and Gottlieb",food_dining,77.26,F,North Tonawanda,NY,43.0498,-78.851,45100,Ambulance person,1336672474,43.785891,-79.092279,0
2019-05-10 18:00:09,30442439074871,fraud_Kuhn Group,food_dining,137.27,F,Jermyn,PA,41.5744,-75.5881,6508,Training and development officer,1336672809,42.384572,-76.04254499999999,1
2019-05-10 18:25:56,4653879239169997,fraud_Barton LLC,kids_pets,50.4,F,Smiths Grove,KY,37.0581,-86.1938,6841,"Therapist, sports",1336674356,37.212318,-85.572748,0
2019-05-10 18:41:50,6534628260579800,"fraud_Hagenes, Kohler and Hoppe",food_dining,7.5,F,Hinesburg,VT,44.3346,-73.098,4542,Claims inspector/assessor,1336675310,44.990837,-72.395474,0
2019-05-10 18:55:21,4555104582813474,fraud_Labadie LLC,personal_care,75.18,M,Rock Glen,PA,40.954,-76.1747,143,Health and safety adviser,1336676121,40.625582,-75.784686,0
2019-05-10 22:15:36,30442439074871,"fraud_Swaniawski, Nitzsche and Welch",health_fitness,19.65,F,Jermyn,PA,41.5744,-75.5881,6508,Training and development officer,1336688136,41.028155,-75.325967,1
2019-05-10 22:54:11,3506040590383211,fraud_Greenholt Ltd,health_fitness,70.12,M,Alder,MT,45.1939,-112.0568,286,Chief of Staff,1336690451,45.870194,-112.106056,0
2019-05-10 23:02:32,30442439074871,fraud_Larkin Ltd,kids_pets,19.66,F,Jermyn,PA,41.5744,-75.5881,6508,Training and development officer,1336690952,42.131125,-75.003096,1
2019-05-10 23:17:00,4334230547694630,fraud_Reilly and Sons,health_fitness,82.48,M,Freedom,WY,43.0172,-111.0292,471,"Education officer, museum",1336691820,43.870858,-110.491788,0
2019-05-11 00:49:18,36192615525683,fraud_Kling Inc,gas_transport,8.52,F,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,1336697358,34.539196000000004,-106.811246,1
2019-05-11 00:50:28,36192615525683,fraud_Kemmer-Buckridge,misc_pos,6.3,F,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,1336697428,35.802013,-106.302231,1
2019-05-11 00:57:37,36192615525683,fraud_Dooley Inc,shopping_pos,830.38,F,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,1336697857,35.678266,-106.273871,1
2019-05-11 01:26:15,30442439074871,fraud_Sawayn PLC,shopping_pos,772.65,F,Jermyn,PA,41.5744,-75.5881,6508,Training and development officer,1336699575,42.001193,-76.019716,1
2019-05-11 01:54:18,581686439828,fraud_Jaskolski-Vandervort,misc_net,1.83,M,Cochranton,PA,41.5205,-80.0573,5507,Retail merchandiser,1336701258,41.325492,-79.913461,0
2019-05-11 02:11:21,3533742182628021,fraud_Corwin-Collins,gas_transport,6.38,M,Johns Island,SC,32.8357,-79.8217,20478,Materials engineer,1336702281,32.191323,-80.357341,1
2019-05-11 02:19:35,4239436242473,"fraud_Casper, Hand and Zulauf",grocery_pos,81.98,M,Alexandria,VA,38.832,-77.12,321490,"Scientist, biomedical",1336702775,38.518588,-77.606768,0
2019-05-11 02:24:36,36192615525683,fraud_Wolf Inc,grocery_pos,338.29,F,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,1336703076,35.067209000000005,-105.966085,1
2019-05-11 02:42:29,4449530933957323,fraud_Huels-Nolan,gas_transport,57.5,F,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,1336704149,37.526678,-123.728774,0
2019-05-11 03:27:50,30442439074871,fraud_Kiehn-Emmerich,grocery_pos,335.39,F,Jermyn,PA,41.5744,-75.5881,6508,Training and development officer,1336706870,40.838544,-74.887739,1
2019-05-11 03:47:59,5388659976630693,fraud_Luettgen PLC,gas_transport,79.21,M,Seneca,WI,43.2064,-90.9405,153,Quantity surveyor,1336708079,43.979159,-90.00675,0
2019-05-11 03:50:56,30442439074871,fraud_Christiansen-Gusikowski,misc_pos,6.8,F,Jermyn,PA,41.5744,-75.5881,6508,Training and development officer,1336708256,41.300012,-76.102994,1
2019-05-11 07:25:14,4538566639857,fraud_Powlowski-Weimann,food_dining,11.01,M,Fairview,NJ,40.817,-74.0,13835,"Programmer, multimedia",1336721114,41.55932,-74.830084,0
2019-05-11 08:22:15,3533742182628021,"fraud_Osinski, Ledner and Leuschke",grocery_pos,315.39,M,Johns Island,SC,32.8357,-79.8217,20478,Materials engineer,1336724535,32.61373,-80.01530100000001,1
2019-05-11 11:32:43,676173792455,"fraud_Little, Gutmann and Lynch",shopping_net,257.45,F,Santa Monica,CA,34.0287,-118.4924,92043,"Civil engineer, contracting",1336735963,34.430609999999994,-119.221078,0
2019-05-11 12:01:34,3557442674264531,"fraud_Larkin, Stracke and Greenfelder",entertainment,71.02,F,Lithopolis,OH,39.8013,-82.8125,460,"Lecturer, higher education",1336737694,38.920982,-81.815232,0
2019-05-11 12:30:58,30199621383748,fraud_Prosacco LLC,personal_care,39.84,F,Leonard,TX,33.4044,-96.2238,4090,Sub,1336739458,32.788792,-95.839005,0
2019-05-11 12:31:55,4158758517677931,"fraud_Kuhic, Bins and Pfeffer",shopping_net,6.77,F,Hills,MN,43.5335,-96.3645,899,Data scientist,1336739515,43.234558,-96.541158,0
2019-05-11 13:43:25,630451534402,fraud_Kessler Inc,travel,35.01,F,Wetmore,MI,46.3535,-86.6345,765,Immunologist,1336743805,46.816275,-86.666545,0
2019-05-11 15:26:22,30442439074871,"fraud_Brown, Homenick and Lesch",health_fitness,18.85,F,Jermyn,PA,41.5744,-75.5881,6508,Training and development officer,1336749982,41.513291,-75.31302099999999,1
2019-05-11 16:03:00,3525590521269779,fraud_Volkman PLC,food_dining,6.0,M,Haw River,NC,36.0424,-79.3242,6006,Paramedic,1336752180,36.833625,-79.883834,0
2019-05-11 16:03:15,371226440126102,fraud_Mohr Inc,shopping_pos,7.85,F,Mulberry Grove,IL,38.9311,-89.2463,1810,Race relations officer,1336752195,38.199852,-89.815349,0
2019-05-11 16:18:38,4198470814557,fraud_Fadel Inc,health_fitness,110.9,F,Avoca,IA,41.4768,-95.3509,2036,Engineering geologist,1336753118,40.684205,-96.280503,0
2019-05-11 17:15:50,2512312531485080,fraud_Schoen-Quigley,kids_pets,11.71,M,Warren,MI,42.5164,-82.9832,134056,"Producer, radio",1336756550,43.473094,-82.002538,0
2019-05-11 18:53:07,4769426683924058915,fraud_Labadie LLC,personal_care,19.48,F,Mifflin,PA,40.5553,-77.4001,1909,Mining engineer,1336762387,40.178461,-78.01974200000001,0
2019-05-11 21:17:36,4512828414983801773,"fraud_Cole, Hills and Jewess",home,60.96,F,Uledi,PA,39.8936,-79.7856,328,Tree surgeon,1336771056,39.785375,-80.2196,0
2019-05-11 22:14:39,3531129874770000,fraud_Pouros-Conroy,shopping_pos,4.6,F,Brandon,VT,43.8065,-73.0882,5895,"Scientist, marine",1336774479,44.710451,-72.713036,0
2019-05-11 22:20:17,3533742182628021,"fraud_Goyette, Howell and Collier",shopping_pos,760.07,M,Johns Island,SC,32.8357,-79.8217,20478,Materials engineer,1336774817,32.558188,-80.731085,1
2019-05-11 22:40:56,36192615525683,fraud_Larkin Ltd,kids_pets,22.32,F,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,1336776056,34.838258,-107.559497,1
2019-05-11 23:02:23,30442439074871,fraud_Hills-Boyer,personal_care,19.17,F,Jermyn,PA,41.5744,-75.5881,6508,Training and development officer,1336777343,42.115722,-74.69636899999999,1
2019-05-11 23:15:47,30442439074871,fraud_Hammes-Beatty,kids_pets,19.94,F,Jermyn,PA,41.5744,-75.5881,6508,Training and development officer,1336778147,41.915976,-74.888777,1
2019-05-11 23:24:35,30442439074871,fraud_Daugherty LLC,kids_pets,18.84,F,Jermyn,PA,41.5744,-75.5881,6508,Training and development officer,1336778675,40.981943,-75.56741099999999,1
2019-05-11 23:29:26,60490596305,"fraud_O'Reilly, Mohr and Purdy",home,349.79,F,Haynes,AR,34.8838,-90.7666,222,"Programmer, applications",1336778966,34.064698,-90.963042,0
2019-05-11 23:49:06,30442439074871,fraud_Adams-Barrows,health_fitness,26.14,F,Jermyn,PA,41.5744,-75.5881,6508,Training and development officer,1336780146,42.131471000000005,-74.870356,1
2019-05-11 23:59:40,3533742182628021,fraud_Lind-Buckridge,entertainment,535.28,M,Johns Island,SC,32.8357,-79.8217,20478,Materials engineer,1336780780,33.558906,-79.781722,1
2019-05-12 00:00:55,630451534402,fraud_Donnelly PLC,misc_net,808.21,F,Wetmore,MI,46.3535,-86.6345,765,Immunologist,1336780855,45.365781,-87.39419000000001,1
2019-05-12 00:02:14,630451534402,"fraud_Boehm, Predovic and Reinger",misc_pos,899.1,F,Wetmore,MI,46.3535,-86.6345,765,Immunologist,1336780934,47.318087,-86.089324,1
2019-05-12 00:10:02,630451534402,fraud_Ledner-Pfannerstill,gas_transport,10.79,F,Wetmore,MI,46.3535,-86.6345,765,Immunologist,1336781402,47.026068,-86.2293,1
2019-05-12 00:49:55,36192615525683,fraud_Fisher-Schowalter,shopping_net,1016.88,F,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,1336783795,35.555771,-105.850349,1
2019-05-12 00:57:41,3533742182628021,"fraud_Swift, Bradtke and Marquardt",grocery_net,11.16,M,Johns Island,SC,32.8357,-79.8217,20478,Materials engineer,1336784261,31.900887,-80.497073,1
2019-05-12 01:17:35,36192615525683,fraud_Nienow PLC,entertainment,494.73,F,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,1336785455,34.743454,-106.144941,1
2019-05-12 01:30:33,36192615525683,fraud_Volkman-Predovic,shopping_net,1152.92,F,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,1336786233,34.476275,-106.612729,1
2019-05-12 01:49:56,36192615525683,fraud_Douglas-White,entertainment,580.32,F,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,1336787396,34.307045,-106.993296,1
2019-05-12 02:06:51,630451534402,"fraud_Streich, Hansen and Veum",gas_transport,10.64,F,Wetmore,MI,46.3535,-86.6345,765,Immunologist,1336788411,45.778311,-87.607331,1
2019-05-12 02:57:21,4906628655840914250,"fraud_Casper, Hand and Zulauf",grocery_pos,111.66,M,Key West,FL,24.6557,-81.3824,32891,Town planner,1336791441,24.352518,-81.80117800000001,0
2019-05-12 03:18:16,2269768987945882,fraud_Kilback and Sons,entertainment,304.29,F,Mount Morris,NY,42.6835,-77.8664,4895,Acupuncturist,1336792696,43.644665,-77.875024,0
2019-05-12 04:49:40,3533742182628021,fraud_Torp-Labadie,gas_transport,12.34,M,Johns Island,SC,32.8357,-79.8217,20478,Materials engineer,1336798180,33.361891,-79.058897,1
2019-05-12 06:11:50,3508104404056005,"fraud_Casper, Hand and Zulauf",grocery_pos,55.07,M,East Troy,WI,42.8035,-88.4092,9679,"Engineer, production",1336803110,43.088103,-89.19909,0
2019-05-12 06:31:47,3533742182628021,fraud_Schmitt Inc,gas_transport,6.7,M,Johns Island,SC,32.8357,-79.8217,20478,Materials engineer,1336804307,33.484412,-80.001776,1
2019-05-12 09:15:36,502038091380,"fraud_Labadie, Treutel and Bode",shopping_net,94.9,M,Kissee Mills,MO,36.6704,-93.0377,1201,"Engineer, agricultural",1336814136,36.402713,-92.069518,0
2019-05-12 09:51:14,4457732997086323466,fraud_Stoltenberg-Beatty,shopping_pos,124.15,M,Fiddletown,CA,38.5234,-120.6763,832,Immigration officer,1336816274,38.632734,-120.150693,0
2019-05-12 11:03:01,4390966588600992777,fraud_McGlynn-Jaskolski,misc_pos,133.76,M,Oklahoma City,OK,35.6174,-97.5583,640470,Advertising copywriter,1336820581,34.996199,-97.993297,0
2019-05-12 15:47:10,3533742182628021,"fraud_Ruecker, Beer and Collier",shopping_net,892.48,M,Johns Island,SC,32.8357,-79.8217,20478,Materials engineer,1336837630,33.289518,-79.000376,1
2019-05-12 15:55:34,4861310130652566408,fraud_Cormier LLC,health_fitness,13.24,F,Saint Amant,LA,30.2385,-90.8435,10076,"Surveyor, rural practice",1336838134,31.223143,-89.951574,0
2019-05-12 16:21:37,3533742182628021,fraud_Hills-Witting,shopping_net,849.39,M,Johns Island,SC,32.8357,-79.8217,20478,Materials engineer,1336839697,32.498541,-80.613017,1
2019-05-12 16:35:20,3557442674264531,fraud_Hudson-Grady,shopping_pos,148.41,F,Lithopolis,OH,39.8013,-82.8125,460,"Lecturer, higher education",1336840520,40.307705,-83.04575,0
2019-05-12 16:53:53,213124978348176,fraud_Parker-Kunde,personal_care,36.39,M,Belfast,NY,42.32,-78.0943,1766,Mechanical engineer,1336841633,42.858383,-77.572216,0
2019-05-12 17:09:15,36192615525683,fraud_Cormier LLC,health_fitness,17.38,F,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,1336842555,34.611238,-106.078988,1
2019-05-12 17:43:03,3567879740649740,fraud_Lynch-Mohr,travel,1.25,F,Brownville,NY,44.0577,-76.0196,1271,"Producer, radio",1336844583,43.372763,-76.30451,0
2019-05-12 18:47:57,4862293128558,fraud_Schumm PLC,shopping_net,1006.63,F,Grassflat,PA,41.0036,-78.1104,489,Pension scheme manager,1336848477,40.018017,-78.55789,1
2019-05-12 19:27:53,375082648741747,"fraud_Little, Gutmann and Lynch",shopping_net,2.45,F,Georgetown,MN,47.0999,-96.727,346,"Research officer, trade union",1336850873,47.688654,-96.712068,0
2019-05-12 19:43:42,4471568287204,fraud_Gerhold LLC,home,45.42,M,Pelham,NC,36.4899,-79.4736,3402,Insurance underwriter,1336851822,36.480396,-80.313334,0
2019-05-12 19:51:02,4629451965224809,fraud_Morissette LLC,entertainment,76.45,F,Hahira,GA,30.9416,-83.3574,10295,"Teacher, special educational needs",1336852262,30.092564000000003,-84.097267,0
2019-05-12 21:26:07,3593118134380341,fraud_Abernathy and Sons,food_dining,52.67,F,Steuben,ME,44.4971,-67.9503,1131,Make,1336857967,44.103417,-68.00210899999999,0
2019-05-12 22:04:37,676309913934,fraud_Cormier LLC,shopping_net,993.66,M,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,1336860277,38.93627,-104.177415,1
2019-05-12 22:12:24,4223708906367574214,fraud_Grimes LLC,entertainment,74.54,M,Mount Saint Joseph,OH,39.0965,-84.6431,177,Exhibition designer,1336860744,38.588158,-83.69778000000001,0
2019-05-12 22:36:54,3547574373318979,fraud_Prosacco LLC,personal_care,25.35,M,Dieterich,IL,39.0319,-88.4074,2092,"Psychologist, clinical",1336862214,39.109144,-87.578978,0
2019-05-12 22:46:47,36192615525683,"fraud_Bahringer, Bergnaum and Quitzon",home,242.48,F,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,1336862807,35.557521,-107.278459,1
2019-05-12 23:01:45,4862293128558,fraud_Ankunding-Carroll,travel,1.91,F,Grassflat,PA,41.0036,-78.1104,489,Pension scheme manager,1336863705,41.878766,-78.183931,1
2019-05-12 23:13:27,676309913934,"fraud_Douglas, Schneider and Turner",shopping_pos,740.25,M,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,1336864407,38.484692,-105.587525,1
2019-05-12 23:21:00,3533742182628021,"fraud_Zboncak, Rowe and Murazik",shopping_net,1086.16,M,Johns Island,SC,32.8357,-79.8217,20478,Materials engineer,1336864860,32.204542,-80.233594,1
2019-05-12 23:21:08,630451534402,"fraud_Runte, Green and Emard",health_fitness,17.53,F,Wetmore,MI,46.3535,-86.6345,765,Immunologist,1336864868,46.763934000000006,-85.66601999999999,1
2019-05-12 23:25:17,180048185037117,fraud_Conroy Ltd,shopping_pos,1.43,F,Plainfield,NJ,40.6152,-74.415,71485,Leisure centre manager,1336865117,40.948126,-74.089109,0
2019-05-12 23:31:24,36192615525683,fraud_Mosciski Group,travel,8.74,F,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,1336865484,34.642188,-105.975287,1
2019-05-12 23:32:19,213199865312311,fraud_Schoen-Quigley,kids_pets,18.44,M,Varnell,GA,34.9298,-84.9885,74,Pensions consultant,1336865539,35.869979,-85.08794499999999,0
2019-05-12 23:42:14,630451534402,fraud_Bode-Schuster,kids_pets,20.57,F,Wetmore,MI,46.3535,-86.6345,765,Immunologist,1336866134,45.740042,-86.610212,1
2019-05-12 23:50:49,4862293128558,fraud_Crooks and Sons,personal_care,51.0,F,Grassflat,PA,41.0036,-78.1104,489,Pension scheme manager,1336866649,41.439368,-78.018158,1
2019-05-13 00:13:39,676309913934,fraud_Pacocha-O'Reilly,grocery_pos,276.33,M,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,1336868019,38.428237,-104.291257,1
2019-05-13 01:12:42,676309913934,fraud_Strosin-Cruickshank,grocery_pos,299.87,M,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,1336871562,38.857114,-105.043991,1
2019-05-13 01:34:53,676309913934,fraud_Lockman Ltd,grocery_pos,289.58,M,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,1336872893,37.509739,-104.29836,1
2019-05-13 01:49:56,4223708906367574214,fraud_Buckridge PLC,misc_pos,35.02,M,Mount Saint Joseph,OH,39.0965,-84.6431,177,Exhibition designer,1336873796,39.800304,-84.287021,0
2019-05-13 02:22:54,630451534402,fraud_Bradtke PLC,grocery_pos,341.59,F,Wetmore,MI,46.3535,-86.6345,765,Immunologist,1336875774,46.611634,-86.882529,1
2019-05-13 02:31:22,2233882705243596,"fraud_Rowe, Batz and Goodwin",grocery_pos,100.45,F,Sturgis,MS,33.357,-89.0473,1923,Medical physicist,1336876282,33.666304,-88.307302,0
2019-05-13 03:20:22,676309913934,fraud_Hackett-Lueilwitz,grocery_pos,300.92,M,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,1336879222,38.436271000000005,-105.34521,1
2019-05-13 03:23:39,630451534402,fraud_Denesik and Sons,shopping_pos,892.04,F,Wetmore,MI,46.3535,-86.6345,765,Immunologist,1336879419,45.614452,-87.107632,1
2019-05-13 03:56:49,630451534402,fraud_Kozey-Boehm,shopping_net,991.3,F,Wetmore,MI,46.3535,-86.6345,765,Immunologist,1336881409,45.712111,-86.906187,1
2019-05-13 06:12:54,30026790933302,fraud_Conroy-Cruickshank,gas_transport,67.63,M,Mayersville,MS,32.9013,-91.0286,595,Technical brewer,1336889574,32.600977,-91.10695,0
2019-05-13 06:48:20,3565196229855512,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,3.12,F,Unionville,MO,40.4815,-92.9951,3805,"Investment banker, corporate",1336891700,39.601359,-93.278614,0
2019-05-13 06:53:38,378278619832195,"fraud_Lind, Huel and McClure",gas_transport,58.62,F,Eugene,OR,44.0385,-123.0614,191096,"Scientist, physiological",1336892018,45.009945,-123.679666,0
2019-05-13 07:55:04,180040027502291,fraud_Gutmann-Upton,misc_pos,3.61,F,New York City,NY,40.7699,-73.9511,1577385,Audiological scientist,1336895704,40.351837,-73.77223000000001,0
2019-05-13 14:58:19,3590736522064285,"fraud_Swaniawski, Lowe and Robel",shopping_pos,1.83,F,Bauxite,AR,34.5091,-92.4828,4074,"Scientist, audiological",1336921099,33.761095000000005,-92.023006,0
2019-05-13 16:00:44,4128730454058057622,"fraud_Mante, Luettgen and Hackett",health_fitness,7.66,F,Ratcliff,TX,31.3833,-95.0619,43,"Engineer, production",1336924844,30.888406,-95.141609,0
2019-05-13 16:54:58,676309913934,fraud_Pagac LLC,shopping_pos,701.48,M,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,1336928098,38.269411,-103.709945,1
2019-05-13 16:59:09,3583293909206278,fraud_Hamill-D'Amore,health_fitness,44.97,F,Kirtland Afb,NM,35.0203,-106.5503,310,"Surveyor, land/geomatics",1336928349,34.207175,-107.454352,0
2019-05-13 17:29:44,4005676619255478,"fraud_Reichert, Rowe and Mraz",shopping_net,2.45,M,Denham Springs,LA,30.459,-90.9027,71335,Herbalist,1336930184,31.239744,-91.434086,0
2019-05-13 22:19:23,676309913934,"fraud_Reichert, Rowe and Mraz",shopping_net,1059.44,M,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,1336947563,37.95742,-105.093446,1
2019-05-13 23:09:46,4292743669224718067,"fraud_Kling, Howe and Schneider",home,9.45,M,Great Mills,MD,38.2674,-76.4954,5927,Art therapist,1336950586,38.878034,-75.55309100000001,0
2019-05-13 23:10:05,676309913934,fraud_Volkman-Predovic,shopping_net,1123.17,M,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,1336950605,37.753404,-103.950877,1
2019-05-13 23:30:03,4862293128558,fraud_Hoppe-Parisian,kids_pets,7.18,F,Grassflat,PA,41.0036,-78.1104,489,Pension scheme manager,1336951803,41.518843,-77.396537,1
2019-05-13 23:33:01,213174467670432,fraud_Bins-Howell,personal_care,89.11,M,Cecilton,MD,39.4015,-75.8654,663,Podiatrist,1336951981,39.963764000000005,-76.34155799999999,0
2019-05-13 23:42:50,630451534402,"fraud_Kling, Howe and Schneider",home,298.97,F,Wetmore,MI,46.3535,-86.6345,765,Immunologist,1336952570,47.193691,-86.722433,1
2019-05-13 23:57:50,676309913934,"fraud_Gottlieb, Considine and Schultz",shopping_net,1079.81,M,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,1336953470,37.811132,-105.182532,1
2019-05-14 00:22:52,4777065439639721,"fraud_Moore, Dibbert and Koepp",misc_net,65.8,M,Oaks,PA,40.1334,-75.4536,737,Oceanographer,1336954972,40.403619,-76.37012,0
